LAT;;;;;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222;31.2222
Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Total Precipitation daily sum [sfc];Snowfall amount raw daily sum [sfc];Total Cloud Cover daily mean [sfc];High Cloud Cover daily mean [high cld lay];Medium Cloud Cover daily mean [mid cld lay];Low Cloud Cover daily mean [low cld lay];Sunshine Duration daily sum [sfc];Shortwave Radiation daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Wind Speed daily mean [80 m above gnd];Wind Direction daily mean [80 m above gnd];Wind Speed daily mean [900 mb];Wind Direction daily mean [900 mb];Wind Gust daily mean [sfc];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL];Total Cloud Cover daily max [sfc];Total Cloud Cover daily min [sfc];High Cloud Cover daily max [high cld lay];High Cloud Cover daily min [high cld lay];Medium Cloud Cover daily max [mid cld lay];Medium Cloud Cover daily min [mid cld lay];Low Cloud Cover daily max [low cld lay];Low Cloud Cover daily min [low cld lay];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd];Wind Speed daily max [80 m above gnd];Wind Speed daily min [80 m above gnd];Wind Speed daily max [900 mb];Wind Speed daily min [900 mb];Wind Gust daily max [sfc];Wind Gust daily min [sfc]
2018;08;17;00;00;27.02;91.54;997.17;5.20;0.00;94.83;34.96;42.00;94.83;0.00;1224.64;27.68;122.35;33.63;124.28;58.31;141.77;36.39;27.83;26.44;96.00;85.00;1003.60;990.80;100.00;37.00;100.00;0.00;100.00;0.00;100.00;37.00;34.46;19.47;42.11;23.68;73.48;40.55;45.00;23.76
2018;08;18;00;00;26.92;88.71;1005.08;0.60;0.00;94.58;65.71;32.75;94.29;58.99;2069.25;22.60;133.10;26.99;134.43;50.69;152.73;31.32;28.24;25.85;94.00;82.00;1006.20;1003.70;100.00;30.00;100.00;0.00;100.00;0.00;100.00;23.00;26.21;18.84;32.33;23.28;55.22;40.15;35.28;28.44
2018;08;19;00;00;27.43;83.88;1006.56;0.00;0.00;31.90;0.71;5.75;29.75;482.52;3911.55;20.14;138.58;24.71;139.88;45.47;162.10;28.41;29.68;25.67;92.00;74.00;1007.70;1005.20;100.00;0.00;5.00;0.00;83.00;0.00;100.00;0.00;24.34;14.80;27.58;22.15;53.27;41.32;31.32;23.76
2018;08;20;00;00;27.61;85.42;1004.50;0.10;0.00;58.41;3.33;0.00;57.58;288.54;2845.33;21.12;158.85;25.54;159.26;37.80;187.23;27.12;29.08;26.43;93.00;79.00;1005.70;1002.70;100.00;0.00;54.00;0.00;0.00;0.00;100.00;0.00;24.48;12.52;27.79;18.00;51.37;10.70;29.88;13.32
2018;08;21;00;00;27.82;85.75;1002.86;0.60;0.00;69.12;0.08;12.75;69.12;398.30;3165.73;10.80;123.70;11.78;124.68;11.15;131.48;11.88;29.87;26.37;94.00;74.00;1003.60;1002.10;100.00;10.00;2.00;0.00;86.00;0.00;100.00;10.00;15.84;7.59;17.56;6.95;17.65;3.62;18.00;8.28
2018;08;22;00;00;27.98;82.17;1001.45;0.00;0.00;42.04;0.00;0.00;42.04;574.19;5754.74;16.38;245.04;18.32;232.06;30.36;29.69;19.95;31.04;25.56;95.00;67.00;1003.30;999.80;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;22.71;3.83;25.62;5.99;42.83;13.25;27.36;7.20
2018;08;23;00;00;28.17;76.12;999.82;0.00;0.00;48.67;0.00;0.00;48.67;455.62;5358.69;23.67;320.82;27.84;322.43;51.25;260.59;32.16;31.46;24.93;91.00;61.00;1002.60;998.60;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;31.77;8.50;34.86;14.02;67.04;26.16;41.76;14.76
2018;08;24;00;00;27.04;71.88;1004.30;0.00;0.00;9.46;0.00;4.46;5.17;786.10;7060.37;10.78;209.73;13.47;214.66;14.30;205.13;13.10;31.47;22.61;85.00;48.00;1006.20;1002.70;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;16.60;7.56;18.33;6.12;24.16;4.84;18.00;7.56
2018;08;25;00;00;24.61;90.62;1006.50;21.50;0.00;99.12;51.75;83.33;99.12;0.00;1213.96;22.02;46.66;25.47;47.01;36.46;96.15;25.17;26.81;21.49;94.00;86.00;1007.40;1005.60;100.00;79.00;100.00;0.00;100.00;0.00;100.00;79.00;26.52;12.66;29.78;15.98;50.45;16.42;31.68;12.96
2018;08;26;00;00;27.17;89.71;1006.18;1.70;0.00;100.00;20.83;22.00;97.25;0.00;1566.40;15.72;102.50;18.48;103.26;30.82;120.73;20.83;27.96;26.54;93.00;85.00;1007.40;1005.40;100.00;100.00;100.00;0.00;100.00;0.00;100.00;34.00;20.46;9.01;24.48;9.01;41.80;21.63;31.32;12.24
2018;08;27;00;00;27.47;85.38;1008.48;0.80;0.00;47.65;23.83;18.83;45.71;376.77;3777.16;19.62;134.06;24.30;135.71;42.41;157.55;27.03;29.11;25.70;94.00;76.00;1009.60;1007.30;100.00;0.00;100.00;0.00;86.00;0.00;100.00;0.00;26.26;10.20;29.74;17.57;51.49;32.86;33.48;18.72
2018;08;28;00;00;27.80;80.33;1009.55;0.00;0.00;10.56;5.17;0.00;9.71;685.13;6161.47;22.19;141.18;26.48;142.17;45.81;162.60;30.20;30.62;25.67;90.00;67.00;1010.70;1008.80;35.00;0.00;37.00;0.00;0.00;0.00;35.00;0.00;28.02;17.07;30.08;22.73;50.62;40.41;34.20;24.84
2018;08;29;00;00;27.68;81.96;1008.40;0.00;0.00;24.50;0.00;8.33;17.54;517.54;4600.41;19.59;141.54;23.72;142.92;34.69;159.72;25.59;30.34;25.46;91.00;70.00;1009.10;1007.20;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;22.67;14.00;28.46;20.66;43.32;29.02;29.16;21.24
2018;08;30;00;00;27.20;84.79;1009.12;1.90;0.00;81.42;42.00;64.00;47.58;0.00;1691.89;18.84;161.32;23.21;161.59;36.79;179.85;24.99;28.02;26.49;89.00;81.00;1010.10;1008.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;22.93;14.01;28.55;17.41;48.40;23.38;32.40;17.64
2018;08;31;00;00;28.83;74.88;1009.42;0.60;0.00;64.65;30.46;63.29;18.17;301.28;5245.66;14.39;206.69;16.86;210.51;21.79;238.83;17.35;32.82;25.76;91.00;58.00;1010.60;1008.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;22.35;7.73;28.50;10.70;43.20;6.64;28.80;11.88
