LAT;;;;;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132;-34.6132
Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Total Precipitation daily sum [sfc];Snowfall amount raw daily sum [sfc];Total Cloud Cover daily mean [sfc];High Cloud Cover daily mean [high cld lay];Medium Cloud Cover daily mean [mid cld lay];Low Cloud Cover daily mean [low cld lay];Sunshine Duration daily sum [sfc];Shortwave Radiation daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Wind Speed daily mean [80 m above gnd];Wind Direction daily mean [80 m above gnd];Wind Speed daily mean [900 mb];Wind Direction daily mean [900 mb];Wind Gust daily mean [sfc];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL];Total Cloud Cover daily max [sfc];Total Cloud Cover daily min [sfc];High Cloud Cover daily max [high cld lay];High Cloud Cover daily min [high cld lay];Medium Cloud Cover daily max [mid cld lay];Medium Cloud Cover daily min [mid cld lay];Low Cloud Cover daily max [low cld lay];Low Cloud Cover daily min [low cld lay];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd];Wind Speed daily max [80 m above gnd];Wind Speed daily min [80 m above gnd];Wind Speed daily max [900 mb];Wind Speed daily min [900 mb];Wind Gust daily max [sfc];Wind Gust daily min [sfc]
2018;08;17;00;00;13.44;88.17;1021.25;0.00;0.00;25.15;18.83;4.17;17.21;279.32;4334.30;14.71;26.74;22.24;13.26;34.48;313.02;27.42;16.60;11.06;97.00;79.00;1024.60;1017.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;19.65;9.00;31.40;13.36;50.23;18.33;37.80;16.56
2018;08;18;00;00;15.22;90.00;1016.95;19.20;0.00;71.07;77.67;62.54;52.08;151.98;2010.51;20.82;218.03;32.39;257.08;50.07;273.46;33.34;20.96;8.92;97.00;80.00;1024.10;1014.50;100.00;10.20;100.00;22.00;100.00;0.00;100.00;0.00;39.97;10.66;48.97;15.27;65.33;11.18;42.84;18.36
2018;08;19;00;00;8.10;67.12;1029.57;7.90;0.00;81.50;45.12;57.29;62.79;216.48;3158.61;26.08;184.65;30.57;184.25;49.81;177.09;29.50;11.82;4.49;90.00;42.00;1033.40;1025.20;100.00;10.00;100.00;0.00;100.00;0.00;100.00;0.00;35.11;15.62;41.66;17.55;78.14;34.65;42.12;19.08
2018;08;20;00;00;6.25;71.50;1031.63;0.00;0.00;16.75;0.00;0.25;16.75;575.03;4433.09;18.47;202.30;21.96;199.74;27.01;183.70;22.99;10.84;1.08;93.00;53.00;1033.40;1029.50;100.00;0.00;0.00;0.00;6.00;0.00;100.00;0.00;23.27;11.89;28.67;16.08;35.54;11.97;31.32;18.72
2018;08;21;00;00;7.36;69.46;1029.00;0.00;0.00;0.29;0.00;0.00;0.29;662.50;4682.29;7.16;141.51;8.72;126.47;13.78;302.57;9.46;11.11;2.50;91.00;49.00;1030.50;1026.90;7.00;0.00;0.00;0.00;0.00;0.00;7.00;0.00;18.73;2.31;23.83;0.72;24.92;2.31;15.84;1.44
2018;08;22;00;00;10.60;73.42;1023.55;0.00;0.00;3.79;0.00;0.00;3.79;619.12;4239.07;19.92;154.74;25.16;152.27;41.69;205.50;23.54;12.58;8.28;83.00;65.00;1027.50;1017.80;11.00;0.00;0.00;0.00;0.00;0.00;11.00;0.00;27.19;11.27;32.02;14.62;60.36;25.72;31.68;18.36
2018;08;23;00;00;12.29;82.79;1015.00;0.00;0.00;60.33;46.08;42.75;36.88;400.28;4514.08;19.73;62.91;23.43;68.84;38.63;276.64;24.57;15.15;10.25;91.00;70.00;1017.60;1012.20;100.00;1.00;100.00;0.00;100.00;0.00;100.00;0.00;31.17;10.11;36.43;12.98;69.09;18.28;36.72;13.32
2018;08;24;00;00;11.50;79.75;1015.30;1.70;0.00;74.92;24.54;70.92;41.75;149.15;2252.59;22.41;183.18;28.72;174.39;42.29;164.40;28.62;13.33;7.57;93.00;68.00;1020.90;1012.70;100.00;10.00;100.00;0.00;100.00;0.00;100.00;0.00;32.24;10.30;39.19;13.55;69.90;5.04;39.24;6.84
2018;08;25;00;00;7.54;64.96;1024.38;0.00;0.00;2.54;0.00;2.54;0.00;730.31;4916.36;22.34;227.36;26.61;226.16;42.79;208.25;29.05;12.26;1.88;91.00;38.00;1026.30;1021.20;59.00;0.00;0.00;0.00;59.00;0.00;0.00;0.00;31.62;10.44;39.65;14.04;64.27;28.17;39.96;14.40
2018;08;26;00;00;11.49;61.79;1022.60;0.00;0.00;0.03;0.08;0.00;0.00;732.28;4806.89;24.89;319.08;34.54;317.01;42.15;277.38;29.50;17.48;6.34;76.00;49.00;1026.00;1019.10;0.60;0.00;2.00;0.00;0.00;0.00;0.00;0.00;29.46;14.65;39.92;21.10;51.07;29.96;33.84;21.60
2018;08;27;00;00;13.74;69.54;1018.66;0.00;0.00;4.85;16.17;0.00;0.00;699.64;4919.03;24.06;283.27;34.42;338.69;47.89;315.89;32.16;19.42;8.71;84.00;52.00;1020.50;1016.20;10.50;0.00;35.00;0.00;0.00;0.00;0.00;0.00;28.66;18.53;40.02;25.81;53.81;39.46;44.28;26.28
2018;08;28;00;00;14.47;71.17;1016.57;0.00;0.00;12.96;43.21;0.00;0.00;576.91;4868.30;17.98;239.03;26.24;259.94;28.58;313.69;25.78;20.05;9.71;87.00;54.00;1018.70;1014.40;30.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;27.22;10.18;38.42;14.97;51.39;8.44;48.24;13.68
2018;08;29;00;00;16.38;81.46;1011.69;0.30;0.00;5.83;4.17;4.92;5.83;723.17;4818.46;12.55;77.94;24.65;164.25;21.81;245.89;24.14;21.14;12.89;90.00;67.00;1015.00;1008.50;91.00;0.00;100.00;0.00;88.00;0.00;91.00;0.00;19.27;8.15;37.54;10.23;32.55;13.04;34.20;12.60
2018;08;30;00;00;12.36;74.62;1014.68;2.50;0.00;87.66;5.33;12.50;87.12;0.00;1389.29;31.92;151.18;39.26;150.82;39.16;145.18;31.49;16.63;7.01;93.00;52.00;1022.10;1010.20;100.00;1.00;85.00;0.00;100.00;0.00;100.00;0.00;40.43;13.36;49.60;21.52;73.03;2.41;45.72;14.40
2018;08;31;00;00;7.53;76.12;1023.79;0.00;0.00;97.38;64.17;94.75;62.62;0.00;1546.82;31.22;142.86;37.01;143.05;51.68;107.61;32.52;9.85;5.73;83.00;68.00;1025.90;1022.10;100.00;37.00;100.00;0.00;100.00;37.00;100.00;0.00;35.45;25.46;42.35;28.86;66.40;43.12;55.44;21.60
