LAT;;;;;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167;-67.2167
Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Total Precipitation daily sum [sfc];Snowfall amount raw daily sum [sfc];Total Cloud Cover daily mean [sfc];High Cloud Cover daily mean [high cld lay];Medium Cloud Cover daily mean [mid cld lay];Low Cloud Cover daily mean [low cld lay];Sunshine Duration daily sum [sfc];Shortwave Radiation daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Wind Speed daily mean [80 m above gnd];Wind Direction daily mean [80 m above gnd];Wind Speed daily mean [900 mb];Wind Direction daily mean [900 mb];Wind Gust daily mean [sfc];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL];Total Cloud Cover daily max [sfc];Total Cloud Cover daily min [sfc];High Cloud Cover daily max [high cld lay];High Cloud Cover daily min [high cld lay];Medium Cloud Cover daily max [mid cld lay];Medium Cloud Cover daily min [mid cld lay];Low Cloud Cover daily max [low cld lay];Low Cloud Cover daily min [low cld lay];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd];Wind Speed daily max [80 m above gnd];Wind Speed daily min [80 m above gnd];Wind Speed daily max [900 mb];Wind Speed daily min [900 mb];Wind Gust daily max [sfc];Wind Gust daily min [sfc]
2018;08;17;00;00;-33.70;62.54;1003.57;0.00;0.00;19.00;1.46;15.00;19.00;467.65;748.49;35.31;121.21;48.31;97.41;28.54;113.69;30.33;-24.66;-38.30;72.00;58.00;1008.50;998.80;100.00;0.00;18.00;0.00;100.00;0.00;100.00;0.00;45.87;27.26;68.29;31.72;39.84;18.00;47.52;16.56
2018;08;18;00;00;-18.56;73.92;998.64;2.10;1.47;100.00;31.04;100.00;100.00;0.00;679.96;39.86;92.42;49.69;86.00;39.41;88.25;37.22;-15.54;-22.72;80.00;56.00;1002.20;997.10;100.00;100.00;100.00;0.00;100.00;100.00;100.00;100.00;55.22;34.71;66.59;41.09;52.14;34.65;54.00;32.40
2018;08;19;00;00;-16.71;63.38;988.89;0.00;0.00;100.00;97.33;100.00;86.12;0.00;718.23;77.45;95.46;89.56;94.31;74.65;95.37;77.47;-14.84;-17.96;69.00;58.00;996.00;984.80;100.00;100.00;100.00;83.00;100.00;100.00;100.00;28.00;91.59;58.39;106.71;67.43;90.69;54.17;96.48;59.04
2018;08;20;00;00;-18.79;66.50;983.99;0.00;0.00;100.00;99.17;100.00;26.33;0.00;788.54;82.35;102.69;97.20;101.24;80.85;102.43;83.64;-17.14;-24.95;70.00;61.00;987.30;981.80;100.00;100.00;100.00;85.00;100.00;100.00;57.00;2.00;93.04;70.96;107.48;84.70;91.39;68.99;101.16;69.48
2018;08;21;00;00;-26.38;59.46;982.10;0.00;0.00;100.00;44.58;100.00;28.25;0.00;928.27;65.75;109.53;75.59;110.20;65.65;109.04;65.28;-23.66;-28.56;65.00;54.00;987.20;977.70;100.00;100.00;100.00;0.00;100.00;100.00;100.00;0.00;72.60;56.70;88.12;65.99;72.43;57.15;84.24;52.20
2018;08;22;00;00;-26.81;62.50;983.30;0.00;0.00;97.21;29.83;95.29;82.71;0.00;912.25;52.46;111.46;61.25;103.99;49.15;104.18;44.10;-24.29;-30.78;70.00;55.00;988.60;981.40;100.00;39.00;100.00;0.00;100.00;23.00;100.00;14.00;59.93;45.26;69.42;52.82;60.65;43.44;50.40;38.16
2018;08;23;00;00;-35.16;58.92;994.30;0.00;0.00;69.54;71.38;62.33;44.33;197.92;1050.20;52.06;119.94;57.30;111.99;47.09;113.22;46.56;-29.65;-39.80;63.00;55.00;1002.00;986.60;100.00;34.00;100.00;16.00;100.00;16.00;81.00;33.00;54.91;48.99;63.64;48.55;55.16;37.94;49.68;43.56
2018;08;24;00;00;-40.99;55.75;1009.05;0.00;0.00;22.38;5.54;12.04;21.92;472.65;1075.12;47.49;124.76;54.82;97.59;36.53;109.49;38.95;-36.95;-43.57;61.00;52.00;1014.10;1003.00;54.00;0.00;16.00;0.00;34.00;0.00;54.00;0.00;50.12;44.45;64.64;47.05;41.32;30.47;42.84;36.36
2018;08;25;00;00;-41.32;49.62;1011.64;0.00;0.00;0.36;1.00;0.08;0.04;528.37;1116.06;47.18;122.63;57.77;97.82;36.80;108.54;37.84;-36.36;-44.90;54.00;45.00;1014.20;1007.30;2.70;0.00;9.00;0.00;2.00;0.00;1.00;0.00;57.51;40.57;69.79;46.51;49.27;28.59;50.40;32.76
2018;08;26;00;00;-40.80;48.88;998.71;0.00;0.00;50.32;28.88;49.42;0.00;189.58;1230.87;65.88;120.42;75.89;109.01;57.01;110.92;53.40;-34.54;-45.67;53.00;47.00;1010.10;989.40;100.00;1.20;97.00;4.00;100.00;0.00;0.00;0.00;72.98;54.23;92.97;56.72;66.85;47.00;57.96;42.48
2018;08;27;00;00;-42.76;53.42;1004.67;0.00;0.00;29.29;10.08;29.29;0.00;543.81;1257.57;49.04;123.13;56.40;98.27;41.10;110.32;38.95;-39.29;-45.99;57.00;49.00;1011.90;998.80;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;57.48;43.67;73.64;47.00;50.40;33.88;47.88;33.48
2018;08;28;00;00;-34.95;61.54;986.84;2.10;1.47;100.00;71.21;99.33;92.42;0.00;1029.73;51.93;109.64;57.70;100.15;47.31;101.76;43.59;-29.30;-43.01;66.00;53.00;1008.20;974.70;100.00;100.00;100.00;0.00;100.00;84.00;100.00;0.00;66.03;37.19;69.82;35.77;64.80;31.01;58.32;32.76
2018;08;29;00;00;-40.88;50.88;981.81;0.00;0.00;10.62;0.00;5.58;10.58;558.08;1351.02;52.63;128.18;62.47;120.43;47.76;120.61;47.61;-36.42;-46.31;58.00;45.00;986.70;979.00;83.00;0.00;0.00;0.00;66.00;0.00;83.00;0.00;73.89;38.16;91.42;41.90;65.28;31.80;70.92;33.12
2018;08;30;00;00;-47.07;45.42;993.76;0.00;0.00;0.00;0.00;0.00;0.00;505.91;1451.59;82.32;147.78;106.23;148.16;77.99;148.13;84.49;-43.97;-49.31;50.00;40.00;1004.90;987.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;88.49;73.99;113.07;93.52;83.68;63.70;100.08;67.68
2018;08;31;00;00;-43.67;45.38;1005.45;0.00;0.00;14.82;7.75;14.46;0.00;507.38;1514.78;83.18;136.18;101.86;136.95;79.21;136.95;79.98;-38.88;-50.06;50.00;42.00;1011.40;1000.10;100.00;0.00;32.00;0.00;100.00;0.00;0.00;0.00;88.62;76.32;112.74;89.98;84.79;68.47;117.72;61.20
