LAT;;;;;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967;1.28967
Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Total Precipitation daily sum [sfc];Snowfall amount raw daily sum [sfc];Total Cloud Cover daily mean [sfc];High Cloud Cover daily mean [high cld lay];Medium Cloud Cover daily mean [mid cld lay];Low Cloud Cover daily mean [low cld lay];Sunshine Duration daily sum [sfc];Shortwave Radiation daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Wind Speed daily mean [80 m above gnd];Wind Direction daily mean [80 m above gnd];Wind Speed daily mean [900 mb];Wind Direction daily mean [900 mb];Wind Gust daily mean [sfc];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL];Total Cloud Cover daily max [sfc];Total Cloud Cover daily min [sfc];High Cloud Cover daily max [high cld lay];High Cloud Cover daily min [high cld lay];Medium Cloud Cover daily max [mid cld lay];Medium Cloud Cover daily min [mid cld lay];Low Cloud Cover daily max [low cld lay];Low Cloud Cover daily min [low cld lay];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd];Wind Speed daily max [80 m above gnd];Wind Speed daily min [80 m above gnd];Wind Speed daily max [900 mb];Wind Speed daily min [900 mb];Wind Gust daily max [sfc];Wind Gust daily min [sfc]
2018;08;17;00;00;27.86;74.46;1007.53;0.80;0.00;30.98;5.88;27.29;21.62;426.48;4302.26;17.64;163.15;20.17;163.38;25.33;191.89;17.43;30.84;24.55;94.00;57.00;1009.00;1005.50;100.00;0.00;30.00;0.00;100.00;0.00;88.00;0.00;21.29;12.43;22.88;15.65;35.33;17.48;21.60;10.80
2018;08;18;00;00;27.96;73.29;1007.46;1.00;0.00;31.82;29.29;28.25;16.75;385.11;3879.51;20.13;162.82;23.95;164.33;35.83;176.59;23.85;30.80;25.25;88.00;59.00;1009.00;1005.10;100.00;2.40;100.00;8.00;100.00;0.00;81.00;0.00;25.32;15.83;27.53;21.66;41.41;30.19;30.96;17.28
2018;08;19;00;00;27.93;73.88;1008.71;1.30;0.00;49.41;61.42;33.08;38.04;264.69;3214.68;19.41;162.07;23.29;164.03;34.05;169.91;20.35;30.23;25.72;87.00;61.00;1010.10;1007.50;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;23.81;15.82;26.11;17.94;40.71;26.28;24.12;16.92
2018;08;20;00;00;28.81;71.92;1009.06;0.00;0.00;16.26;43.67;1.75;3.96;622.34;6503.23;16.96;168.34;20.55;168.55;30.71;169.93;18.33;33.33;25.25;90.00;50.00;1010.60;1007.40;42.00;0.90;100.00;0.00;41.00;0.00;42.00;0.00;22.73;11.25;25.35;13.85;39.78;21.24;25.92;11.88
2018;08;21;00;00;28.27;74.71;1008.89;0.00;0.00;38.66;41.33;0.00;32.88;453.83;5865.99;14.95;167.25;17.67;167.21;25.57;181.70;16.03;32.06;25.36;93.00;55.00;1010.60;1006.50;100.00;2.70;100.00;2.00;0.00;0.00;100.00;0.00;20.00;10.14;21.41;13.70;31.34;22.32;21.96;11.52
2018;08;22;00;00;27.67;76.71;1009.03;0.00;0.00;7.71;17.67;0.12;5.46;652.78;4193.68;18.55;169.43;22.38;170.66;33.91;178.31;20.59;30.35;24.67;95.00;62.00;1010.60;1007.00;15.30;0.90;51.00;3.00;2.00;0.00;10.00;0.00;23.58;12.57;26.63;18.00;38.06;28.94;26.28;14.76
2018;08;23;00;00;28.52;71.42;1009.62;0.00;0.00;42.19;51.46;37.54;5.25;369.60;6391.09;19.70;171.83;23.28;171.13;32.53;185.91;23.57;32.76;25.06;89.00;51.00;1011.40;1007.20;100.00;0.60;100.00;2.00;100.00;0.00;11.00;0.00;25.23;14.76;26.76;19.80;37.84;24.49;36.00;16.92
2018;08;24;00;00;27.63;73.25;1009.79;0.20;0.00;85.00;84.46;85.00;6.00;0.00;2663.77;19.11;162.00;22.35;164.52;28.33;181.29;19.29;29.38;26.07;81.00;64.00;1011.20;1007.60;100.00;7.00;100.00;0.00;100.00;7.00;73.00;0.00;25.81;14.08;27.86;16.81;36.09;19.65;26.64;12.96
2018;08;25;00;00;27.90;72.33;1008.87;0.30;0.00;57.85;46.17;55.58;5.08;104.24;5306.18;14.55;171.11;18.55;170.46;22.37;179.60;14.49;32.17;25.24;89.00;52.00;1011.10;1006.40;100.00;8.00;100.00;0.00;100.00;5.00;32.00;0.00;16.78;11.88;22.78;16.92;29.17;16.56;19.44;10.80
2018;08;26;00;00;27.58;75.75;1008.48;0.00;0.00;46.80;72.46;38.42;4.58;251.99;4652.03;16.75;169.51;21.14;169.93;24.26;174.22;16.68;31.28;24.09;92.00;58.00;1010.60;1006.20;100.00;1.50;100.00;5.00;100.00;0.00;10.00;0.00;20.18;12.60;23.80;17.77;27.44;21.71;20.88;12.60
2018;08;27;00;00;28.03;72.29;1009.35;0.20;0.00;86.09;55.17;77.62;16.42;88.72;3726.43;17.42;164.79;20.56;166.34;25.25;166.54;17.89;31.22;25.78;85.00;58.00;1011.70;1007.60;100.00;22.20;100.00;0.00;100.00;7.00;73.00;0.00;22.21;14.00;24.98;17.19;33.52;19.59;24.12;13.68
2018;08;28;00;00;27.88;70.46;1010.64;0.90;0.00;86.46;92.21;86.46;22.08;120.29;3507.49;14.74;169.29;17.53;169.49;21.47;169.29;15.13;30.73;25.23;84.00;57.00;1012.50;1009.10;100.00;25.00;100.00;36.00;100.00;25.00;82.00;0.00;17.94;12.10;19.80;14.44;25.54;16.58;18.72;11.52
2018;08;29;00;00;27.70;71.62;1010.77;2.00;0.00;63.75;45.92;63.04;23.96;252.86;4118.92;13.18;174.43;16.43;172.10;18.53;178.66;12.87;32.21;24.60;86.00;51.00;1012.30;1008.90;100.00;5.00;100.00;0.00;100.00;3.00;90.00;0.00;16.95;10.83;20.36;12.78;25.26;15.88;16.92;10.08
2018;08;30;00;00;27.50;74.54;1010.09;2.00;0.00;67.51;59.58;62.83;29.83;216.03;3487.91;13.33;167.38;16.71;167.94;17.88;178.59;12.81;31.23;25.30;87.00;57.00;1011.90;1007.60;100.00;9.60;100.00;0.00;100.00;0.00;96.00;0.00;16.33;10.08;20.28;13.55;20.91;15.14;15.84;8.28
2018;08;31;00;00;27.71;73.17;1010.97;1.20;0.00;30.31;25.67;25.04;25.17;351.54;3954.27;12.92;174.29;15.63;173.34;17.10;188.36;12.40;31.64;24.19;92.00;55.00;1012.90;1009.40;86.00;0.00;100.00;0.00;86.00;0.00;86.00;0.00;16.45;8.23;20.99;8.65;24.49;10.18;15.84;7.56
